,user,time_stamp,cate_id,exposure_count
237,2589,2017-05-09,6261.0,1
238,2589,2017-05-10,856.0,2
239,2589,2017-05-10,4279.0,1
240,2589,2017-05-10,4282.0,2
241,2589,2017-05-10,4283.0,6
242,2589,2017-05-10,5485.0,1
243,2589,2017-05-10,6261.0,4
244,2589,2017-05-10,6423.0,1
245,2589,2017-05-10,6426.0,1
246,2589,2017-05-10,6427.0,1
247,2589,2017-05-10,6952.0,1
248,2589,2017-05-11,6423.0,2
249,2589,2017-05-11,6426.0,3
250,2589,2017-05-12,6261.0,7
251,2589,2017-05-12,6426.0,1
252,2589,2017-05-12,6427.0,2
253,2589,2017-05-13,4279.0,1
254,2589,2017-05-13,4281.0,2
255,2589,2017-05-13,4282.0,1
256,2589,2017-05-13,5485.0,1
257,2589,2017-05-13,5858.0,1
258,2589,2017-05-13,6261.0,2
259,2589,2017-05-13,6426.0,1
260,2595,2017-05-11,7211.0,2
261,2663,2017-05-09,9186.0,2
262,2663,2017-05-09,9188.0,1
263,2663,2017-05-10,6806.0,1
264,2663,2017-05-10,7405.0,1
265,2663,2017-05-10,9186.0,2
266,2663,2017-05-10,9191.0,1
267,2663,2017-05-10,9457.0,1
268,2663,2017-05-13,9186.0,1
269,2663,2017-05-13,9191.0,1
270,2726,2017-05-06,1535.0,1
271,2726,2017-05-06,4385.0,2
272,2726,2017-05-06,4505.0,7
273,2726,2017-05-06,6139.0,1
274,2726,2017-05-06,6281.0,1
275,2726,2017-05-06,6291.0,1
276,2726,2017-05-06,6967.0,1
277,2726,2017-05-06,10876.0,1
278,2726,2017-05-10,1478.0,2
279,2726,2017-05-10,1535.0,1
280,2726,2017-05-10,4385.0,2
281,2726,2017-05-10,4505.0,11
282,2726,2017-05-10,5989.0,2
283,2726,2017-05-10,6139.0,1
284,2726,2017-05-10,6140.0,1
285,2726,2017-05-10,6142.0,9
286,2726,2017-05-10,6281.0,1
287,2726,2017-05-10,6341.0,1
288,2726,2017-05-10,6433.0,3
289,2726,2017-05-10,6806.0,22
290,2726,2017-05-10,10876.0,1
291,2726,2017-05-11,1478.0,2
292,2726,2017-05-11,4385.0,1
293,2726,2017-05-11,4505.0,14
294,2726,2017-05-11,4520.0,2
295,2726,2017-05-11,5467.0,3
296,2726,2017-05-11,6142.0,2
297,2726,2017-05-11,6341.0,4
298,2726,2017-05-11,6806.0,2
299,2726,2017-05-11,10876.0,1
300,2726,2017-05-12,1478.0,1
301,2726,2017-05-12,4385.0,5
302,2726,2017-05-12,4505.0,3
303,2726,2017-05-12,5989.0,1
304,2726,2017-05-12,6139.0,1
305,2726,2017-05-12,6140.0,2
306,2726,2017-05-12,6142.0,12
307,2726,2017-05-12,6806.0,7
308,2726,2017-05-12,10876.0,1
309,2726,2017-05-13,6142.0,3
310,2726,2017-05-13,6806.0,3
311,2737,2017-05-06,4283.0,1
312,2737,2017-05-06,6244.0,2
313,2737,2017-05-10,431.0,1
314,2737,2017-05-10,4281.0,1
315,2737,2017-05-10,6244.0,1
316,2932,2017-05-07,856.0,1
317,2932,2017-05-07,7146.0,2
318,2932,2017-05-09,4285.0,3
319,2987,2017-05-06,7146.0,3
320,2987,2017-05-07,856.0,1
321,2987,2017-05-07,6261.0,2
322,2987,2017-05-08,4283.0,1
323,2987,2017-05-08,6261.0,1
324,2987,2017-05-08,7146.0,1
325,2987,2017-05-11,4292.0,1
326,2987,2017-05-11,7146.0,1
327,2987,2017-05-12,7146.0,3
328,2987,2017-05-13,6261.0,2
329,2987,2017-05-13,6423.0,2
330,2987,2017-05-13,6554.0,1
331,2990,2017-05-09,123.0,2
332,3004,2017-05-06,5437.0,1
333,3004,2017-05-06,6736.0,2
334,3004,2017-05-07,4280.0,1
335,3004,2017-05-07,6078.0,1
336,3004,2017-05-07,6736.0,1
337,3004,2017-05-09,6736.0,3
338,3004,2017-05-13,4301.0,10
339,3085,2017-05-09,3786.0,1
340,3085,2017-05-09,8223.0,1
341,3085,2017-05-09,9688.0,1
342,3096,2017-05-08,2200.0,4
343,3096,2017-05-08,2202.0,1
344,3096,2017-05-08,4281.0,3
345,3096,2017-05-08,6426.0,1
346,3096,2017-05-08,6621.0,2
347,3357,2017-05-06,6984.0,1
348,3357,2017-05-06,7759.0,1
349,3357,2017-05-06,9458.0,1
350,3357,2017-05-07,7759.0,1
351,3357,2017-05-11,7759.0,2
352,3357,2017-05-11,9458.0,1
353,3480,2017-05-07,6261.0,1
354,3480,2017-05-08,6261.0,3
355,3480,2017-05-09,6261.0,5
356,3480,2017-05-09,11186.0,1
357,3480,2017-05-10,6261.0,2
358,3480,2017-05-11,4520.0,1
359,3480,2017-05-11,6421.0,2
360,3480,2017-05-12,4281.0,3
361,3480,2017-05-12,4520.0,2
362,3480,2017-05-12,6261.0,4
363,3480,2017-05-13,4280.0,1
364,3480,2017-05-13,4281.0,3
365,3569,2017-05-07,4281.0,1
366,3569,2017-05-12,4280.0,1
367,3569,2017-05-12,4281.0,1
368,3569,2017-05-12,5954.0,1
369,3581,2017-05-06,4292.0,2
370,3581,2017-05-06,6261.0,6
371,3581,2017-05-06,6423.0,1
372,3581,2017-05-08,4570.0,1
373,3581,2017-05-08,6261.0,2
374,3581,2017-05-08,6423.0,4
375,3581,2017-05-08,6426.0,1
376,3581,2017-05-08,6432.0,3
377,3581,2017-05-08,8179.0,1
378,3581,2017-05-09,4292.0,2
379,3581,2017-05-09,6261.0,3
380,3581,2017-05-09,6423.0,2
381,3581,2017-05-09,6432.0,1
382,3581,2017-05-09,8179.0,1
383,3581,2017-05-10,6261.0,1
384,3581,2017-05-10,6423.0,1
385,3581,2017-05-10,6432.0,1
386,3581,2017-05-13,6261.0,5
387,3581,2017-05-13,6423.0,1
388,3581,2017-05-13,6432.0,2
389,3581,2017-05-13,7798.0,1
390,3942,2017-05-06,1017.0,2
391,3942,2017-05-07,1017.0,1
392,3942,2017-05-07,6736.0,3
393,3942,2017-05-08,1017.0,1
394,3942,2017-05-08,1665.0,2
395,3942,2017-05-08,3787.0,1
396,3942,2017-05-08,4284.0,1
397,3942,2017-05-08,5920.0,1
398,3942,2017-05-08,6261.0,2
399,3942,2017-05-08,6736.0,1
400,3942,2017-05-09,1199.0,1
401,3942,2017-05-09,5467.0,1
402,3942,2017-05-09,5920.0,8
403,3942,2017-05-10,591.0,3
404,3942,2017-05-10,1665.0,4
405,3942,2017-05-10,4280.0,1
406,3942,2017-05-10,4282.0,2
407,3942,2017-05-10,4292.0,1
408,3942,2017-05-10,5920.0,7
409,3942,2017-05-10,5953.0,1
410,3942,2017-05-10,6427.0,2
411,3942,2017-05-11,1665.0,2
412,3942,2017-05-11,3787.0,1
413,3942,2017-05-11,4280.0,1
414,3942,2017-05-11,5920.0,5
415,3942,2017-05-11,8919.0,1
416,3942,2017-05-12,591.0,3
417,3942,2017-05-12,1665.0,1
418,3942,2017-05-12,4281.0,1
419,3942,2017-05-12,5920.0,2
420,3942,2017-05-12,7947.0,1
421,3942,2017-05-12,8915.0,2
422,3942,2017-05-13,1665.0,1
423,3942,2017-05-13,6445.0,1
424,3942,2017-05-13,6446.0,1
425,3942,2017-05-13,6453.0,5
426,3942,2017-05-13,7947.0,1
427,3942,2017-05-13,8915.0,1
428,3942,2017-05-13,8919.0,1
429,3945,2017-05-06,4385.0,1
430,3945,2017-05-06,6813.0,2
431,3945,2017-05-11,6343.0,1
432,3945,2017-05-11,6813.0,1
433,3945,2017-05-12,5858.0,1
434,3945,2017-05-12,6813.0,2
435,4152,2017-05-08,4283.0,3
436,4415,2017-05-08,4283.0,1
437,4415,2017-05-08,4284.0,14
438,4415,2017-05-08,4526.0,7
439,4415,2017-05-08,5539.0,1
440,4415,2017-05-08,6261.0,18
441,4415,2017-05-08,6300.0,1
442,4415,2017-05-08,6407.0,4
443,4415,2017-05-11,4283.0,4
444,4415,2017-05-11,4284.0,4
445,4415,2017-05-11,4526.0,2
446,4415,2017-05-11,6261.0,11
447,4453,2017-05-06,366.0,1
448,4453,2017-05-06,423.0,1
449,4453,2017-05-06,447.0,1
450,4453,2017-05-06,562.0,2
451,4453,2017-05-06,2208.0,2
452,4453,2017-05-06,2335.0,1
453,4453,2017-05-06,4281.0,1
454,4453,2017-05-06,4284.0,2
455,4453,2017-05-06,4305.0,1
456,4453,2017-05-06,4517.0,1
457,4453,2017-05-06,4609.0,1
458,4453,2017-05-06,5138.0,1
459,4453,2017-05-06,5406.0,2
460,4453,2017-05-06,5539.0,2
461,4453,2017-05-06,5828.0,1
462,4453,2017-05-06,6152.0,20
463,4453,2017-05-06,6177.0,7
464,4453,2017-05-06,6181.0,3
465,4453,2017-05-06,6183.0,11
466,4453,2017-05-06,6261.0,2
467,4453,2017-05-06,6300.0,15
468,4453,2017-05-06,6423.0,6
469,4453,2017-05-06,6426.0,1
470,4453,2017-05-06,6519.0,21
471,4453,2017-05-06,8881.0,2
472,4453,2017-05-07,4281.0,1
473,4453,2017-05-07,4282.0,5
474,4453,2017-05-07,4284.0,3
475,4453,2017-05-07,4520.0,1
476,4453,2017-05-07,4570.0,7
477,4453,2017-05-07,4609.0,6
478,4453,2017-05-07,5406.0,1
479,4453,2017-05-07,5467.0,13
480,4453,2017-05-07,5828.0,14
481,4453,2017-05-07,6152.0,5
482,4453,2017-05-07,6181.0,1
483,4453,2017-05-07,6182.0,1
484,4453,2017-05-07,6183.0,3
485,4453,2017-05-07,6261.0,1
486,4453,2017-05-07,6300.0,2
487,4453,2017-05-07,6519.0,2
488,4453,2017-05-07,8881.0,1
489,4453,2017-05-08,366.0,1
490,4453,2017-05-08,1665.0,8
491,4453,2017-05-08,4280.0,1
492,4453,2017-05-08,4281.0,1
493,4453,2017-05-08,4282.0,3
494,4453,2017-05-08,4284.0,8
495,4453,2017-05-08,4570.0,9
496,4453,2017-05-08,4609.0,2
497,4453,2017-05-08,4613.0,9
498,4453,2017-05-08,5828.0,14
499,4453,2017-05-08,6181.0,1
500,4453,2017-05-08,6183.0,3
501,4453,2017-05-08,6261.0,1
502,4453,2017-05-08,6300.0,8
503,4453,2017-05-08,6423.0,4
504,4453,2017-05-08,6426.0,1
505,4453,2017-05-08,6519.0,3
506,4453,2017-05-08,8881.0,1
507,4453,2017-05-08,11915.0,2
508,4453,2017-05-09,1665.0,14
509,4453,2017-05-09,4282.0,3
510,4453,2017-05-09,4292.0,5
511,4453,2017-05-09,4570.0,3
512,4453,2017-05-09,5828.0,2
513,4453,2017-05-09,6152.0,1
514,4453,2017-05-09,6183.0,1
515,4453,2017-05-09,6423.0,3
516,4453,2017-05-09,6426.0,1
517,4453,2017-05-09,6519.0,1
518,4453,2017-05-10,4284.0,1
519,4453,2017-05-10,4570.0,1
520,4453,2017-05-11,1665.0,22
521,4453,2017-05-11,4281.0,10
522,4453,2017-05-11,4282.0,4
523,4453,2017-05-11,4284.0,2
524,4453,2017-05-11,4288.0,1
525,4453,2017-05-11,4292.0,3
526,4453,2017-05-11,4520.0,1
527,4453,2017-05-11,4570.0,3
528,4453,2017-05-11,4613.0,1
529,4453,2017-05-11,6183.0,2
530,4453,2017-05-11,6519.0,9
531,4453,2017-05-12,1665.0,22
532,4453,2017-05-12,2252.0,9
533,4453,2017-05-12,4281.0,2
534,4453,2017-05-12,4282.0,5
535,4453,2017-05-12,4288.0,1
536,4453,2017-05-12,4570.0,1
537,4453,2017-05-12,5828.0,4
538,4453,2017-05-12,6183.0,1
539,4453,2017-05-12,6519.0,1
540,4453,2017-05-13,829.0,4
541,4453,2017-05-13,1665.0,3
542,4453,2017-05-13,2252.0,15
543,4453,2017-05-13,4281.0,1
544,4453,2017-05-13,4282.0,2
545,4453,2017-05-13,4284.0,3
546,4453,2017-05-13,6183.0,1
547,4453,2017-05-13,6519.0,3
548,4453,2017-05-13,8881.0,1
549,4456,2017-05-05,4290.0,1
550,4456,2017-05-06,4281.0,1
551,4456,2017-05-06,4290.0,3
552,4456,2017-05-06,4292.0,2
553,4456,2017-05-07,1665.0,5
554,4456,2017-05-07,4281.0,7
555,4456,2017-05-07,4282.0,1
556,4456,2017-05-07,4290.0,1
557,4456,2017-05-07,4292.0,2
558,4456,2017-05-07,7214.0,1
559,4456,2017-05-08,4281.0,6
560,4456,2017-05-08,4290.0,1
561,4456,2017-05-08,4292.0,4
562,4456,2017-05-08,4520.0,1
563,4456,2017-05-08,7214.0,2
564,4456,2017-05-09,1665.0,2
565,4456,2017-05-09,4281.0,9
566,4456,2017-05-09,4292.0,1
567,4456,2017-05-10,4281.0,2
568,4456,2017-05-10,4292.0,2
569,4456,2017-05-10,7214.0,2
570,4456,2017-05-11,4281.0,9
571,4456,2017-05-11,4282.0,1
572,4456,2017-05-11,4292.0,6
573,4456,2017-05-11,11486.0,1
574,4456,2017-05-12,1665.0,8
575,4456,2017-05-12,4281.0,4
576,4456,2017-05-12,4282.0,2
577,4456,2017-05-12,4292.0,5
578,4456,2017-05-12,6617.0,2
579,4456,2017-05-13,1665.0,4
580,4456,2017-05-13,4281.0,1
581,4456,2017-05-13,4282.0,1
582,4456,2017-05-13,4292.0,4
583,4456,2017-05-13,4384.0,2
584,4456,2017-05-13,5515.0,1
585,4456,2017-05-13,7214.0,1
586,4461,2017-05-07,6311.0,1
587,4461,2017-05-07,7276.0,2
588,4461,2017-05-07,10881.0,3
589,4461,2017-05-13,7276.0,3
590,4540,2017-05-11,4281.0,1
591,4540,2017-05-11,4283.0,1
592,4548,2017-05-07,5158.0,1
593,4548,2017-05-12,9687.0,1
594,4548,2017-05-12,9688.0,1
595,4707,2017-05-10,6261.0,5
596,4788,2017-05-13,1.0,3
597,4805,2017-05-05,8111.0,1
598,4805,2017-05-05,8113.0,1
599,4805,2017-05-08,1665.0,1
600,4805,2017-05-08,4521.0,1
601,4805,2017-05-08,6183.0,1
602,4805,2017-05-08,6426.0,1
603,4805,2017-05-08,6512.0,1
604,4805,2017-05-08,8111.0,2
605,4805,2017-05-08,8112.0,1
606,4805,2017-05-08,8113.0,4
607,4805,2017-05-11,1665.0,1
608,4805,2017-05-11,6423.0,3
609,4805,2017-05-11,7146.0,1
610,4805,2017-05-11,8113.0,1
611,4812,2017-05-06,1665.0,5
612,4812,2017-05-06,6183.0,1
613,4812,2017-05-07,1665.0,4
614,4812,2017-05-07,4283.0,1
615,4812,2017-05-08,731.0,1
616,4812,2017-05-08,856.0,3
617,4812,2017-05-08,1665.0,6
618,4812,2017-05-08,4280.0,2
619,4812,2017-05-08,4283.0,1
620,4812,2017-05-08,4292.0,1
621,4812,2017-05-08,6177.0,1
622,4812,2017-05-08,6183.0,4
623,4812,2017-05-09,1665.0,4
624,4812,2017-05-09,2252.0,1
625,4812,2017-05-09,4292.0,1
626,4812,2017-05-09,6181.0,1
627,4812,2017-05-09,6183.0,1
628,4812,2017-05-09,6432.0,1
629,4812,2017-05-11,856.0,2
630,4812,2017-05-11,1665.0,10
631,4812,2017-05-11,4283.0,2
632,4812,2017-05-11,6183.0,1
633,4812,2017-05-11,6185.0,2
634,4812,2017-05-11,6423.0,1
635,4812,2017-05-11,6432.0,2
636,4812,2017-05-11,6523.0,1
637,4836,2017-05-09,1665.0,1
638,4836,2017-05-09,4281.0,1
639,4836,2017-05-09,6426.0,3
640,4836,2017-05-10,6300.0,1
641,4836,2017-05-10,6426.0,5
642,4836,2017-05-11,669.0,1
643,4836,2017-05-11,6426.0,2
644,4836,2017-05-11,6432.0,3
645,4836,2017-05-12,6426.0,2
646,4836,2017-05-12,6432.0,1
647,4836,2017-05-13,1665.0,1
648,4836,2017-05-13,4284.0,1
649,4836,2017-05-13,6426.0,1
650,4897,2017-05-08,4552.0,3
651,4897,2017-05-08,6143.0,1
652,4897,2017-05-08,6261.0,2
653,4897,2017-05-08,7214.0,2
654,4897,2017-05-10,4552.0,1
655,4897,2017-05-12,4552.0,2
656,4897,2017-05-13,4552.0,1
657,4897,2017-05-13,6143.0,1
658,5186,2017-05-06,877.0,3
659,5186,2017-05-07,877.0,7
660,5186,2017-05-07,1157.0,1
661,5186,2017-05-07,5858.0,1
662,5186,2017-05-10,877.0,3
663,5186,2017-05-10,4626.0,1
664,5186,2017-05-10,6318.0,2
665,5186,2017-05-11,877.0,1
666,5186,2017-05-11,1665.0,1
667,5186,2017-05-11,4626.0,1
668,5186,2017-05-11,6261.0,2
669,5186,2017-05-12,877.0,1
670,5186,2017-05-12,6261.0,2
671,5186,2017-05-13,1665.0,1
672,5186,2017-05-13,3786.0,2
673,5186,2017-05-13,6261.0,2
674,5186,2017-05-13,8252.0,1
675,5220,2017-05-06,4283.0,1
676,5220,2017-05-06,6105.0,1
677,5220,2017-05-08,4283.0,1
678,5220,2017-05-08,6152.0,1
679,5220,2017-05-09,4283.0,1
680,5220,2017-05-09,4520.0,3
681,5220,2017-05-09,6261.0,4
682,5220,2017-05-09,6426.0,1
683,5220,2017-05-10,1535.0,1
684,5220,2017-05-10,4284.0,1
685,5220,2017-05-11,4283.0,1
686,5220,2017-05-11,6423.0,2
687,5220,2017-05-12,1665.0,1
688,5220,2017-05-12,4283.0,1
689,5220,2017-05-12,6261.0,1
690,5220,2017-05-13,4283.0,1
691,5220,2017-05-13,4284.0,2
692,5220,2017-05-13,6423.0,1
693,5220,2017-05-13,6426.0,1
694,5285,2017-05-05,841.0,3
695,5285,2017-05-08,841.0,2
696,5285,2017-05-08,6183.0,1
697,5318,2017-05-13,4284.0,9
698,5399,2017-05-08,4283.0,1
699,5399,2017-05-08,6261.0,2
700,5399,2017-05-10,6261.0,2
701,5399,2017-05-10,8111.0,1
702,5459,2017-05-13,6183.0,1
703,5763,2017-05-09,6261.0,1
704,5763,2017-05-11,4280.0,1
705,5763,2017-05-11,6261.0,2
706,5961,2017-05-06,1154.0,1
707,5961,2017-05-06,2628.0,2
708,5961,2017-05-12,2628.0,1
709,5961,2017-05-12,6281.0,1
710,6055,2017-05-06,6139.0,1
711,6055,2017-05-06,6281.0,1
712,6055,2017-05-07,5480.0,3
713,6055,2017-05-09,4505.0,2
714,6055,2017-05-09,4521.0,1
715,6055,2017-05-09,6139.0,1
716,6055,2017-05-09,6142.0,1
717,6055,2017-05-09,6281.0,1
718,6055,2017-05-13,4385.0,1
719,6055,2017-05-13,4505.0,1
720,6055,2017-05-13,6139.0,1
721,6195,2017-05-07,133.0,1
722,6195,2017-05-07,4705.0,1
723,6195,2017-05-07,7548.0,1
724,6215,2017-05-06,1665.0,2
725,6215,2017-05-06,6183.0,1
726,6215,2017-05-06,6261.0,3
727,6215,2017-05-07,4284.0,1
728,6215,2017-05-07,6261.0,2
729,6215,2017-05-08,1665.0,1
730,6215,2017-05-08,4284.0,2
731,6215,2017-05-08,6261.0,3
732,6215,2017-05-09,1665.0,1
733,6215,2017-05-09,4284.0,1
734,6215,2017-05-09,6261.0,1
735,6215,2017-05-10,4284.0,1
736,6215,2017-05-10,6261.0,2
737,6215,2017-05-11,4284.0,1
738,6215,2017-05-11,6261.0,2
739,6215,2017-05-12,6261.0,3
